city,airport_name,code,country,region,slug,theme
City 1962,City 1962 International Airport,CXL,Country 202,Africa,city-1962-cxl,family premium travel
City 1963,City 1963 International Airport,CXM,Country 203,North America,city-1963-cxm,luxury city breaks
City 1964,City 1964 International Airport,CXN,Country 204,Europe,city-1964-cxn,business travel
City 1965,City 1965 International Airport,CXO,Country 205,Middle East,city-1965-cxo,premium long-haul demand
City 1966,City 1966 International Airport,CXP,Country 206,Asia Pacific,city-1966-cxp,honeymoon travel
City 1967,City 1967 International Airport,CXQ,Country 207,Latin America,city-1967-cxq,executive itineraries
City 1968,City 1968 International Airport,CXR,Country 208,Africa,city-1968-cxr,family premium travel
City 1969,City 1969 International Airport,CXS,Country 209,North America,city-1969-cxs,luxury city breaks
City 1970,City 1970 International Airport,CXT,Country 210,Europe,city-1970-cxt,business travel
City 1971,City 1971 International Airport,CXU,Country 211,Middle East,city-1971-cxu,premium long-haul demand
City 1972,City 1972 International Airport,CXV,Country 212,Asia Pacific,city-1972-cxv,honeymoon travel
City 1973,City 1973 International Airport,CXW,Country 213,Latin America,city-1973-cxw,executive itineraries
City 1974,City 1974 International Airport,CXX,Country 214,Africa,city-1974-cxx,family premium travel
City 1975,City 1975 International Airport,CXY,Country 215,North America,city-1975-cxy,luxury city breaks
City 1976,City 1976 International Airport,CXZ,Country 216,Europe,city-1976-cxz,business travel
City 1977,City 1977 International Airport,CYA,Country 217,Middle East,city-1977-cya,premium long-haul demand
City 1978,City 1978 International Airport,CYB,Country 218,Asia Pacific,city-1978-cyb,honeymoon travel
City 1979,City 1979 International Airport,CYC,Country 219,Latin America,city-1979-cyc,executive itineraries
City 1980,City 1980 International Airport,CYD,Country 220,Africa,city-1980-cyd,family premium travel
City 1981,City 1981 International Airport,CYE,Country 1,North America,city-1981-cye,luxury city breaks
City 1982,City 1982 International Airport,CYF,Country 2,Europe,city-1982-cyf,business travel
City 1983,City 1983 International Airport,CYG,Country 3,Middle East,city-1983-cyg,premium long-haul demand
City 1984,City 1984 International Airport,CYH,Country 4,Asia Pacific,city-1984-cyh,honeymoon travel
City 1985,City 1985 International Airport,CYI,Country 5,Latin America,city-1985-cyi,executive itineraries
City 1986,City 1986 International Airport,CYJ,Country 6,Africa,city-1986-cyj,family premium travel
City 1987,City 1987 International Airport,CYK,Country 7,North America,city-1987-cyk,luxury city breaks
City 1988,City 1988 International Airport,CYL,Country 8,Europe,city-1988-cyl,business travel
City 1989,City 1989 International Airport,CYM,Country 9,Middle East,city-1989-cym,premium long-haul demand
City 1990,City 1990 International Airport,CYN,Country 10,Asia Pacific,city-1990-cyn,honeymoon travel
City 1991,City 1991 International Airport,CYO,Country 11,Latin America,city-1991-cyo,executive itineraries
City 1992,City 1992 International Airport,CYP,Country 12,Africa,city-1992-cyp,family premium travel
City 1993,City 1993 International Airport,CYQ,Country 13,North America,city-1993-cyq,luxury city breaks
City 1994,City 1994 International Airport,CYR,Country 14,Europe,city-1994-cyr,business travel
City 1995,City 1995 International Airport,CYS,Country 15,Middle East,city-1995-cys,premium long-haul demand
City 1996,City 1996 International Airport,CYT,Country 16,Asia Pacific,city-1996-cyt,honeymoon travel
City 1997,City 1997 International Airport,CYU,Country 17,Latin America,city-1997-cyu,executive itineraries
City 1998,City 1998 International Airport,CYV,Country 18,Africa,city-1998-cyv,family premium travel
City 1999,City 1999 International Airport,CYW,Country 19,North America,city-1999-cyw,luxury city breaks
City 2000,City 2000 International Airport,CYX,Country 20,Europe,city-2000-cyx,business travel
City 2001,City 2001 International Airport,CYY,Country 21,Middle East,city-2001-cyy,premium long-haul demand
City 2002,City 2002 International Airport,CYZ,Country 22,Asia Pacific,city-2002-cyz,honeymoon travel
City 2003,City 2003 International Airport,CZA,Country 23,Latin America,city-2003-cza,executive itineraries
City 2004,City 2004 International Airport,CZB,Country 24,Africa,city-2004-czb,family premium travel
City 2005,City 2005 International Airport,CZC,Country 25,North America,city-2005-czc,luxury city breaks
City 2006,City 2006 International Airport,CZD,Country 26,Europe,city-2006-czd,business travel
City 2007,City 2007 International Airport,CZE,Country 27,Middle East,city-2007-cze,premium long-haul demand
City 2008,City 2008 International Airport,CZF,Country 28,Asia Pacific,city-2008-czf,honeymoon travel
City 2009,City 2009 International Airport,CZG,Country 29,Latin America,city-2009-czg,executive itineraries
City 2010,City 2010 International Airport,CZH,Country 30,Africa,city-2010-czh,family premium travel
City 2011,City 2011 International Airport,CZI,Country 31,North America,city-2011-czi,luxury city breaks
City 2012,City 2012 International Airport,CZJ,Country 32,Europe,city-2012-czj,business travel
City 2013,City 2013 International Airport,CZK,Country 33,Middle East,city-2013-czk,premium long-haul demand
City 2014,City 2014 International Airport,CZL,Country 34,Asia Pacific,city-2014-czl,honeymoon travel
City 2015,City 2015 International Airport,CZM,Country 35,Latin America,city-2015-czm,executive itineraries
City 2016,City 2016 International Airport,CZN,Country 36,Africa,city-2016-czn,family premium travel
City 2017,City 2017 International Airport,CZO,Country 37,North America,city-2017-czo,luxury city breaks
City 2018,City 2018 International Airport,CZP,Country 38,Europe,city-2018-czp,business travel
City 2019,City 2019 International Airport,CZQ,Country 39,Middle East,city-2019-czq,premium long-haul demand
City 2020,City 2020 International Airport,CZR,Country 40,Asia Pacific,city-2020-czr,honeymoon travel
City 2021,City 2021 International Airport,CZS,Country 41,Latin America,city-2021-czs,executive itineraries
City 2022,City 2022 International Airport,CZT,Country 42,Africa,city-2022-czt,family premium travel
City 2023,City 2023 International Airport,CZU,Country 43,North America,city-2023-czu,luxury city breaks
City 2024,City 2024 International Airport,CZV,Country 44,Europe,city-2024-czv,business travel
City 2025,City 2025 International Airport,CZW,Country 45,Middle East,city-2025-czw,premium long-haul demand
City 2026,City 2026 International Airport,CZX,Country 46,Asia Pacific,city-2026-czx,honeymoon travel
City 2027,City 2027 International Airport,CZY,Country 47,Latin America,city-2027-czy,executive itineraries
City 2028,City 2028 International Airport,CZZ,Country 48,Africa,city-2028-czz,family premium travel
City 2029,City 2029 International Airport,DAA,Country 49,North America,city-2029-daa,luxury city breaks
City 2030,City 2030 International Airport,DAB,Country 50,Europe,city-2030-dab,business travel
City 2031,City 2031 International Airport,DAC,Country 51,Middle East,city-2031-dac,premium long-haul demand
City 2032,City 2032 International Airport,DAD,Country 52,Asia Pacific,city-2032-dad,honeymoon travel
City 2033,City 2033 International Airport,DAE,Country 53,Latin America,city-2033-dae,executive itineraries
City 2034,City 2034 International Airport,DAF,Country 54,Africa,city-2034-daf,family premium travel
City 2035,City 2035 International Airport,DAG,Country 55,North America,city-2035-dag,luxury city breaks
City 2036,City 2036 International Airport,DAH,Country 56,Europe,city-2036-dah,business travel
City 2037,City 2037 International Airport,DAI,Country 57,Middle East,city-2037-dai,premium long-haul demand
City 2038,City 2038 International Airport,DAJ,Country 58,Asia Pacific,city-2038-daj,honeymoon travel
City 2039,City 2039 International Airport,DAK,Country 59,Latin America,city-2039-dak,executive itineraries
City 2040,City 2040 International Airport,DAL,Country 60,Africa,city-2040-dal,family premium travel
City 2041,City 2041 International Airport,DAM,Country 61,North America,city-2041-dam,luxury city breaks
City 2042,City 2042 International Airport,DAN,Country 62,Europe,city-2042-dan,business travel
City 2043,City 2043 International Airport,DAO,Country 63,Middle East,city-2043-dao,premium long-haul demand
City 2044,City 2044 International Airport,DAP,Country 64,Asia Pacific,city-2044-dap,honeymoon travel
City 2045,City 2045 International Airport,DAQ,Country 65,Latin America,city-2045-daq,executive itineraries
City 2046,City 2046 International Airport,DAR,Country 66,Africa,city-2046-dar,family premium travel
City 2047,City 2047 International Airport,DAS,Country 67,North America,city-2047-das,luxury city breaks
City 2048,City 2048 International Airport,DAT,Country 68,Europe,city-2048-dat,business travel
City 2049,City 2049 International Airport,DAU,Country 69,Middle East,city-2049-dau,premium long-haul demand
City 2050,City 2050 International Airport,DAV,Country 70,Asia Pacific,city-2050-dav,honeymoon travel
City 2051,City 2051 International Airport,DAW,Country 71,Latin America,city-2051-daw,executive itineraries
City 2052,City 2052 International Airport,DAX,Country 72,Africa,city-2052-dax,family premium travel
City 2053,City 2053 International Airport,DAY,Country 73,North America,city-2053-day,luxury city breaks
City 2054,City 2054 International Airport,DAZ,Country 74,Europe,city-2054-daz,business travel
City 2055,City 2055 International Airport,DBA,Country 75,Middle East,city-2055-dba,premium long-haul demand
City 2056,City 2056 International Airport,DBB,Country 76,Asia Pacific,city-2056-dbb,honeymoon travel
City 2057,City 2057 International Airport,DBC,Country 77,Latin America,city-2057-dbc,executive itineraries
City 2058,City 2058 International Airport,DBD,Country 78,Africa,city-2058-dbd,family premium travel
City 2059,City 2059 International Airport,DBE,Country 79,North America,city-2059-dbe,luxury city breaks
City 2060,City 2060 International Airport,DBF,Country 80,Europe,city-2060-dbf,business travel
City 2061,City 2061 International Airport,DBG,Country 81,Middle East,city-2061-dbg,premium long-haul demand
City 2062,City 2062 International Airport,DBH,Country 82,Asia Pacific,city-2062-dbh,honeymoon travel
City 2063,City 2063 International Airport,DBI,Country 83,Latin America,city-2063-dbi,executive itineraries
City 2064,City 2064 International Airport,DBJ,Country 84,Africa,city-2064-dbj,family premium travel
City 2065,City 2065 International Airport,DBK,Country 85,North America,city-2065-dbk,luxury city breaks
City 2066,City 2066 International Airport,DBL,Country 86,Europe,city-2066-dbl,business travel
City 2067,City 2067 International Airport,DBM,Country 87,Middle East,city-2067-dbm,premium long-haul demand
City 2068,City 2068 International Airport,DBN,Country 88,Asia Pacific,city-2068-dbn,honeymoon travel
City 2069,City 2069 International Airport,DBO,Country 89,Latin America,city-2069-dbo,executive itineraries
City 2070,City 2070 International Airport,DBP,Country 90,Africa,city-2070-dbp,family premium travel
City 2071,City 2071 International Airport,DBQ,Country 91,North America,city-2071-dbq,luxury city breaks
City 2072,City 2072 International Airport,DBR,Country 92,Europe,city-2072-dbr,business travel
City 2073,City 2073 International Airport,DBS,Country 93,Middle East,city-2073-dbs,premium long-haul demand
City 2074,City 2074 International Airport,DBT,Country 94,Asia Pacific,city-2074-dbt,honeymoon travel
City 2075,City 2075 International Airport,DBU,Country 95,Latin America,city-2075-dbu,executive itineraries
City 2076,City 2076 International Airport,DBV,Country 96,Africa,city-2076-dbv,family premium travel
City 2077,City 2077 International Airport,DBW,Country 97,North America,city-2077-dbw,luxury city breaks
City 2078,City 2078 International Airport,DBX,Country 98,Europe,city-2078-dbx,business travel
City 2079,City 2079 International Airport,DBY,Country 99,Middle East,city-2079-dby,premium long-haul demand
City 2080,City 2080 International Airport,DBZ,Country 100,Asia Pacific,city-2080-dbz,honeymoon travel
City 2081,City 2081 International Airport,DCA,Country 101,Latin America,city-2081-dca,executive itineraries
City 2082,City 2082 International Airport,DCB,Country 102,Africa,city-2082-dcb,family premium travel
City 2083,City 2083 International Airport,DCC,Country 103,North America,city-2083-dcc,luxury city breaks
City 2084,City 2084 International Airport,DCD,Country 104,Europe,city-2084-dcd,business travel
City 2085,City 2085 International Airport,DCE,Country 105,Middle East,city-2085-dce,premium long-haul demand
